,city id,city,country,latitude,longitute,temperature(C),humidity(%),wind speed(mps),cloud(%),receive date
188,211647,Lodja,CD,-3.4833,23.4333,19.29,98,0.79,83,20-06-2022 13:51:54
189,376332,Doka,SD,13.5167,35.7667,23.14,76,6.11,100,20-06-2022 13:51:55
190,3438102,Fuerte Olimpo,PY,-21.0415,-57.8738,18.81,71,1.31,80,20-06-2022 13:51:55
191,2084442,Vanimo,PG,-2.6741,141.3028,29.3,65,3.38,63,20-06-2022 13:51:56
192,3407762,Amapá,BR,1.0,-52.0,21.19,99,0.48,34,20-06-2022 13:51:57
193,1000501,Grahamstown,ZA,-33.3042,26.5328,7.85,88,0.69,99,20-06-2022 13:51:58
194,1684245,Tagusao,PH,9.1924,117.8141,30.17,67,1.99,19,20-06-2022 13:51:59
195,2313084,Mangai,CD,-4.05,19.5333,21.65,74,0.36,94,20-06-2022 13:51:59
196,226361,Sembabule,UG,-0.0772,31.4567,15.76,91,1.58,99,20-06-2022 13:52:00
197,3450188,Santa Isabel,BR,-23.3156,-46.2214,15.61,99,1.07,68,20-06-2022 13:52:01
